"Kategori","Pesan","Kategori_NusaGuard","Subtipe","Provenance","Synthetic","Reviewed","Template_ID"
"spam","Mohon perhatian, Kami mengundang Anda ke pesta pernikahan. Buka Foto Undangan_0174.apk untuk info lengkapnya. Harap cek kembali.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-1"
"spam","Assalamualaikum, Undangan resmi elektronik tersedia melalui link http://undangan-0274.invalid. Semoga membantu.","Phishing/Link Berbahaya","tautan_login_palsu","synthetic_template_v1","true","false","PHI-9"
"spam","Mohon perhatian, Kami lampirkan Undangan_Digital_Pernikahan_0458.apk. Mohon diunduh untuk melihat peta lokasi. Mohon diperhatikan.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-2"
"spam","Halo kak, HRD meminta pembayaran medical check-up ke rekening pribadi sebelum batas waktu. Semoga membantu.","Penipuan Rekrutmen","tugas_like","synthetic_template_v1","true","false","REK-8"
"spam","Info untuk Anda, Buka file Galeri_Pernikahan_0092.apk agar foto dan alamat gedung terlihat. Terima kasih atas waktunya.","Phishing/Link Berbahaya","paket_apk","synthetic_template_v1","true","false","PHI-7"
"spam","Assalamualaikum, Pihak berwenang mengancam denda bila data pribadi tidak dikirim dalam 30 menit. Terima kasih.","Social Engineering","ancaman_akun","synthetic_template_v1","true","false","SOC-10"
"spam","Assalamualaikum, Nomor Anda bermasalah. Kirim kode verifikasi kepada petugas ini sekarang. Demikian informasinya.","Social Engineering","permintaan_otp","synthetic_template_v1","true","false","SOC-3"
"spam","Hai, Aku ingin membangun masa depan bersama, kirim modal kecil untuk usaha kita. Demikian informasinya.","Penipuan Romansa","hadiah_tertahan","synthetic_template_v1","true","false","ROM-7"
"ham","Mohon perhatian, Pengumuman kampus dapat dilihat melalui portal akademik resmi. Salam.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-8"
"spam","Assalamualaikum, Paket investasi VIP tersisa satu slot. Kirim Rp500.000 untuk mengamankan posisi. Demikian informasinya.","Penipuan Investasi","trading_palsu","synthetic_template_v1","true","false","INV-8"
"spam","Hai, Undangan interview dari perusahaan besar, beli tiket melalui agen yang kami tunjuk. Harap cek kembali.","Penipuan Rekrutmen","biaya_administrasi","synthetic_template_v1","true","false","REK-4"
"ham","Selamat pagi, Aku sudah sampai rumah. Kabari kalau kamu juga sudah sampai dengan aman. Semoga membantu.","Aman","informasi_resmi","synthetic_template_v1","true","false","AMN-9"
"spam","Mohon perhatian, Nomor Anda bermasalah. Kirim kode verifikasi kepada petugas ini sebelum batas waktu. Harap cek kembali.","Social Engineering","permintaan_otp","synthetic_template_v1","true","false","SOC-3"
"spam","Hai, Kami lampirkan Undangan_Digital_Pernikahan_0361.apk. Mohon diunduh untuk melihat peta lokasi. Terima kasih.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-2"
"spam","Kepada Yth. Bapak/Ibu, Hadiah pelanggan menunggu. Pasang Bonus_Resmi_0246.apk untuk klaim. Semoga membantu.","Phishing/Link Berbahaya","paket_apk","synthetic_template_v1","true","false","PHI-8"
"ham","Kepada Yth. Bapak/Ibu, Foto undangan pernikahan sudah saya kirim dalam format JPG. Sampai jumpa di acara ya. Terima kasih.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-3"
"spam","Assalamualaikum, Buka file Galeri_Pernikahan_0320.apk agar foto dan alamat gedung terlihat. Terima kasih.","Phishing/Link Berbahaya","paket_apk","synthetic_template_v1","true","false","PHI-7"
"spam","Permisi, Sayang, aku sedang darurat di luar kota. Tolong kirim uang Rp1.250.000 sebelum batas waktu. Harap cek kembali.","Penipuan Romansa","pinjaman_pasangan","synthetic_template_v1","true","false","ROM-1"
"spam","Selamat sore, Investasi eksklusif menjanjikan profit 30% tanpa risiko. Deposit mulai Rp150.000. Salam.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-1"
"ham","Permisi, Besok rapat kelompok dimulai pukul 15.30 di ruang laboratorium. Mohon diperhatikan.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-1"
"spam","Permisi, Kesempatan cuan pasti 40% per minggu, transfer modal hari ini. Salam.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-3"
"spam","Selamat pagi, Kita sudah dekat lama. Tolong bantu biaya pengobatan keluargaku sebesar Rp5.000.000. Semoga membantu.","Penipuan Romansa","darurat_palsu","synthetic_template_v1","true","false","ROM-10"
"spam","Assalamualaikum, Saya keluarga Anda memakai nomor baru. Tolong transfer Rp5.000.000 karena sedang darurat. Demikian informasinya.","Social Engineering","penyamaran_petugas","synthetic_template_v1","true","false","SOC-8"
"spam","Halo pelanggan, Detail waktu dan lokasi pernikahan ada di Undangan Pernikahan 0197.apk, silakan buka hari ini. Demikian informasinya.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-3"
"spam","Kepada Yth. Bapak/Ibu, Gabung grup trading kami, modal Rp1.250.000 dijamin berlipat dalam 3 hari. Ditunggu konfirmasinya.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-2"
"spam","Selamat pagi, Kerja paruh waktu dari rumah, tugas memberi like dengan deposit awal Rp2.500.000. Harap cek kembali.","Penipuan Rekrutmen","biaya_administrasi","synthetic_template_v1","true","false","REK-3"
"spam","Selamat pagi, Detail waktu dan lokasi pernikahan ada di Undangan Pernikahan 0413.apk, silakan buka hari ini. Salam.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-3"
"spam","Info untuk Anda, Proyek kripto rahasia akan naik 50%. Jangan lewatkan penawaran dalam 30 menit. Terima kasih atas waktunya.","Penipuan Investasi","trading_palsu","synthetic_template_v1","true","false","INV-5"
"spam","Permisi, Rekrutmen resmi tanpa wawancara, bayar pelatihan wajib sebesar Rp350.000. Demikian informasinya.","Penipuan Rekrutmen","tugas_like","synthetic_template_v1","true","false","REK-6"
"spam","Info untuk Anda, Undangan interview dari perusahaan besar, beli tiket melalui agen yang kami tunjuk. Semoga membantu.","Penipuan Rekrutmen","biaya_administrasi","synthetic_template_v1","true","false","REK-4"
"spam","Permisi, Buka file Galeri_Pernikahan_0391.apk agar foto dan alamat gedung terlihat. Terima kasih.","Phishing/Link Berbahaya","paket_apk","synthetic_template_v1","true","false","PHI-7"
"spam","Permisi, Detail waktu dan lokasi pernikahan ada di Undangan Pernikahan 0590.apk, silakan buka sebelum batas waktu. Harap cek kembali.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-3"
"spam","Selamat sore, Kita sudah dekat lama. Tolong bantu biaya pengobatan keluargaku sebesar Rp1.250.000. Ditunggu konfirmasinya.","Penipuan Romansa","darurat_palsu","synthetic_template_v1","true","false","ROM-10"
"spam","Selamat sore, Kita sudah dekat lama. Tolong bantu biaya pengobatan keluargaku sebesar Rp350.000. Harap cek kembali.","Penipuan Romansa","darurat_palsu","synthetic_template_v1","true","false","ROM-10"
"spam","Info untuk Anda, Sayang, aku sedang darurat di luar kota. Tolong kirim uang Rp1.250.000 dalam 30 menit. Demikian informasinya.","Penipuan Romansa","pinjaman_pasangan","synthetic_template_v1","true","false","ROM-1"
"ham","Selamat pagi, Undangan rapat RT terlampir sebagai dokumen PDF dari pengurus yang kamu kenal. Demikian informasinya.","Aman","informasi_resmi","synthetic_template_v1","true","false","AMN-10"
"spam","Permisi, HRD membuka lowongan kerja. Bayar biaya administrasi Rp5.000.000 sebelum interview. Salam.","Penipuan Rekrutmen","biaya_administrasi","synthetic_template_v1","true","false","REK-1"
"spam","Halo kak, HRD meminta pembayaran medical check-up ke rekening pribadi sebelum batas waktu. Demikian informasinya.","Penipuan Rekrutmen","tugas_like","synthetic_template_v1","true","false","REK-8"
"spam","Permisi, Tagihan belum dibayar. Klik tautan [tautan-palsu-0181] untuk menghindari denda. Mohon diperhatikan.","Phishing/Link Berbahaya","paket_apk","synthetic_template_v1","true","false","PHI-6"
"spam","Hai, Kerja paruh waktu dari rumah, tugas memberi like dengan deposit awal Rp5.000.000. Semoga membantu.","Penipuan Rekrutmen","biaya_administrasi","synthetic_template_v1","true","false","REK-3"
"ham","Halo kak, Tolong beli makan siang saat pulang dari kampus, nanti saya ganti. Terima kasih atas waktunya.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-4"
"ham","Halo kak, Paket sudah diterima oleh satpam. Silakan diambil tanpa biaya tambahan. Demikian informasinya.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-6"
"spam","Halo kak, Hadiah pernikahan untukmu tertahan di bea cukai. Bayar tagihannya agar dikirim. Demikian informasinya.","Penipuan Romansa","hadiah_tertahan","synthetic_template_v1","true","false","ROM-8"
"spam","Halo kak, Undangan resmi elektronik tersedia melalui link http://undangan-0180.invalid. Demikian informasinya.","Phishing/Link Berbahaya","tautan_login_palsu","synthetic_template_v1","true","false","PHI-9"
"spam","Kepada Yth. Bapak/Ibu, Bisnis passive income tanpa kerja, modal kembali dalam 10 hari. Mohon diperhatikan.","Penipuan Investasi","deposit_awal","synthetic_template_v1","true","false","INV-9"
"spam","Mohon perhatian, Petugas pajak meminta data rekening dan PIN untuk pengembalian dana. Harap cek kembali.","Social Engineering","penyamaran_petugas","synthetic_template_v1","true","false","SOC-7"
"ham","Selamat sore, Besok rapat kelompok dimulai pukul 08.00 di ruang laboratorium. Ditunggu konfirmasinya.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-1"
"spam","Info untuk Anda, Investasi eksklusif menjanjikan profit 25% tanpa risiko. Deposit mulai Rp500.000. Demikian informasinya.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-1"
"spam","Hai, Kesempatan cuan pasti 50% per minggu, transfer modal sebelum batas waktu. Ditunggu konfirmasinya.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-3"
"spam","Selamat sore, Gabung grup trading kami, modal Rp2.500.000 dijamin berlipat dalam 7 hari. Salam.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-2"
"ham","Info untuk Anda, Besok rapat kelompok dimulai pukul 08.00 di ruang C2. Demikian informasinya.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-1"
"ham","Selamat sore, Besok rapat kelompok dimulai pukul 15.30 di ruang aula. Harap cek kembali.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-1"
"ham","Permisi, Tolong beli makan siang saat pulang dari kampus, nanti saya ganti. Ditunggu konfirmasinya.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-4"
"spam","Halo pelanggan, Kesempatan cuan pasti 20% per minggu, transfer modal sebelum batas waktu. Ditunggu konfirmasinya.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-3"
"spam","Halo kak, Nomor Anda bermasalah. Kirim kode verifikasi kepada petugas ini sebelum pukul 18.00. Semoga membantu.","Social Engineering","permintaan_otp","synthetic_template_v1","true","false","SOC-3"
"ham","Halo kak, Aku sudah sampai rumah. Kabari kalau kamu juga sudah sampai dengan aman. Salam.","Aman","informasi_resmi","synthetic_template_v1","true","false","AMN-9"
"spam","Selamat pagi, Jangan beri tahu keluargamu tentang hubungan kita. Aku butuh bantuan dana dalam 30 menit. Ditunggu konfirmasinya.","Penipuan Romansa","hadiah_tertahan","synthetic_template_v1","true","false","ROM-6"
"ham","Selamat sore, Terima kasih sudah hadir di acara keluarga kemarin, foto ada di album bersama. Salam.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-7"
"spam","Mohon perhatian, Gabung grup trading kami, modal Rp1.250.000 dijamin berlipat dalam 3 hari. Harap cek kembali.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-2"
"spam","Mohon perhatian, Setelah semua obrolan kita, buktikan kepercayaanmu dengan membantu transfer Rp350.000. Demikian informasinya.","Penipuan Romansa","pinjaman_pasangan","synthetic_template_v1","true","false","ROM-3"
"spam","Mohon perhatian, Bisnis passive income tanpa kerja, modal kembali dalam 10 hari. Harap cek kembali.","Penipuan Investasi","deposit_awal","synthetic_template_v1","true","false","INV-9"
"spam","Kepada Yth. Bapak/Ibu, Atasan meminta transfer darurat Rp150.000; jangan hubungi siapa pun dulu. Ditunggu konfirmasinya.","Social Engineering","penyamaran_petugas","synthetic_template_v1","true","false","SOC-5"
"ham","Selamat pagi, Paket sudah diterima oleh satpam. Silakan diambil tanpa biaya tambahan. Terima kasih.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-6"
"spam","Halo pelanggan, Buka file Galeri_Pernikahan_0122.apk agar foto dan alamat gedung terlihat. Harap cek kembali.","Phishing/Link Berbahaya","paket_apk","synthetic_template_v1","true","false","PHI-7"
"spam","Mohon perhatian, Gabung grup trading kami, modal Rp1.250.000 dijamin berlipat dalam 3 hari. Demikian informasinya.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-2"
"spam","Selamat pagi, Customer service meminta foto kartu dan kode rahasia untuk membuka blokir. Harap cek kembali.","Social Engineering","ancaman_akun","synthetic_template_v1","true","false","SOC-9"
"spam","Hai, Sayang, aku sedang darurat di luar kota. Tolong kirim uang Rp350.000 dalam 30 menit. Salam.","Penipuan Romansa","pinjaman_pasangan","synthetic_template_v1","true","false","ROM-1"
"spam","Selamat sore, Setelah semua obrolan kita, buktikan kepercayaanmu dengan membantu transfer Rp1.250.000. Harap cek kembali.","Penipuan Romansa","pinjaman_pasangan","synthetic_template_v1","true","false","ROM-3"
"spam","Halo pelanggan, Buka file Galeri_Pernikahan_0154.apk agar foto dan alamat gedung terlihat. Demikian informasinya.","Phishing/Link Berbahaya","paket_apk","synthetic_template_v1","true","false","PHI-7"
"spam","Selamat pagi, Posisi terbatas, amankan kursi kerja dengan transfer Rp150.000. Demikian informasinya.","Penipuan Rekrutmen","hrd_palsu","synthetic_template_v1","true","false","REK-9"
"spam","Halo pelanggan, Perbarui data akun melalui halaman login https://akun-aman-0194.invalid sebelum pukul 18.00. Terima kasih.","Phishing/Link Berbahaya","tautan_login_palsu","synthetic_template_v1","true","false","PHI-10"
"ham","Kepada Yth. Bapak/Ibu, Tolong beli makan siang saat pulang dari kampus, nanti saya ganti. Demikian informasinya.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-4"
"spam","Halo pelanggan, Kami mengundang Anda ke pesta pernikahan. Buka Foto Undangan_0102.apk untuk info lengkapnya. Salam.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-1"
"spam","Halo pelanggan, Rekrutmen resmi tanpa wawancara, bayar pelatihan wajib sebesar Rp5.000.000. Semoga membantu.","Penipuan Rekrutmen","tugas_like","synthetic_template_v1","true","false","REK-6"
"spam","Info untuk Anda, Paket Anda tertahan. Download aplikasi Cek_Resi_0215.apk untuk memilih jadwal antar. Mohon diperhatikan.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-4"
"spam","Mohon perhatian, Saya petugas bank. Sebutkan OTP yang baru masuk agar rekening tidak diblokir malam ini. Salam.","Social Engineering","permintaan_otp","synthetic_template_v1","true","false","SOC-1"
"ham","Kepada Yth. Bapak/Ibu, Terima kasih sudah hadir di acara keluarga kemarin, foto ada di album bersama. Mohon diperhatikan.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-7"
"spam","Halo kak, Kami mengundang Anda ke pesta pernikahan. Buka Foto Undangan_0227.apk untuk info lengkapnya. Terima kasih atas waktunya.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-1"
"spam","Hai, Akun akan dinonaktifkan bila Anda tidak membalas dengan OTP dalam 30 menit. Ditunggu konfirmasinya.","Social Engineering","penyamaran_petugas","synthetic_template_v1","true","false","SOC-6"
"spam","Halo pelanggan, Atasan meminta transfer darurat Rp5.000.000; jangan hubungi siapa pun dulu. Mohon diperhatikan.","Social Engineering","penyamaran_petugas","synthetic_template_v1","true","false","SOC-5"
"spam","Hai, HRD membuka lowongan kerja. Bayar biaya administrasi Rp5.000.000 sebelum interview. Terima kasih.","Penipuan Rekrutmen","biaya_administrasi","synthetic_template_v1","true","false","REK-1"
"spam","Assalamualaikum, HRD membuka lowongan kerja. Bayar biaya administrasi Rp1.250.000 sebelum interview. Harap cek kembali.","Penipuan Rekrutmen","biaya_administrasi","synthetic_template_v1","true","false","REK-1"
"spam","Selamat pagi, Sayang, aku sedang darurat di luar kota. Tolong kirim uang Rp1.250.000 sebelum pukul 18.00. Semoga membantu.","Penipuan Romansa","pinjaman_pasangan","synthetic_template_v1","true","false","ROM-1"
"spam","Permisi, Penerimaan pegawai kilat. Rahasiakan proses dan lunasi biaya dokumen. Ditunggu konfirmasinya.","Penipuan Rekrutmen","hrd_palsu","synthetic_template_v1","true","false","REK-10"
"spam","Halo kak, Cintaku, rekeningku diblokir. Pinjamkan Rp1.250.000, nanti langsung kuganti. Terima kasih atas waktunya.","Penipuan Romansa","hadiah_tertahan","synthetic_template_v1","true","false","ROM-5"
"spam","Halo pelanggan, Paket Anda tertahan. Download aplikasi Cek_Resi_0412.apk untuk memilih jadwal antar. Terima kasih.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-4"
"spam","Permisi, Aku serius ingin menikah denganmu, tetapi paket hadiahku tertahan dan perlu biaya Rp150.000. Semoga membantu.","Penipuan Romansa","pinjaman_pasangan","synthetic_template_v1","true","false","ROM-2"
"spam","Permisi, Proyek kripto rahasia akan naik 50%. Jangan lewatkan penawaran malam ini. Terima kasih.","Penipuan Investasi","trading_palsu","synthetic_template_v1","true","false","INV-5"
"spam","Halo kak, Rekrutmen resmi tanpa wawancara, bayar pelatihan wajib sebesar Rp150.000. Terima kasih.","Penipuan Rekrutmen","tugas_like","synthetic_template_v1","true","false","REK-6"
"spam","Hai, Bisnis passive income tanpa kerja, modal kembali dalam 5 hari. Semoga membantu.","Penipuan Investasi","deposit_awal","synthetic_template_v1","true","false","INV-9"
"spam","Info untuk Anda, Pihak berwenang mengancam denda bila data pribadi tidak dikirim malam ini. Terima kasih atas waktunya.","Social Engineering","ancaman_akun","synthetic_template_v1","true","false","SOC-10"
"spam","Selamat pagi, Customer service meminta foto kartu dan kode rahasia untuk membuka blokir. Terima kasih.","Social Engineering","ancaman_akun","synthetic_template_v1","true","false","SOC-9"
"spam","Selamat pagi, Admin layanan membutuhkan PIN Anda untuk membatalkan transaksi Rp500.000. Terima kasih atas waktunya.","Social Engineering","permintaan_otp","synthetic_template_v1","true","false","SOC-2"
"spam","Info untuk Anda, Atasan meminta transfer darurat Rp1.250.000; jangan hubungi siapa pun dulu. Harap cek kembali.","Social Engineering","penyamaran_petugas","synthetic_template_v1","true","false","SOC-5"
"ham","Hai, Besok rapat kelompok dimulai pukul 15.30 di ruang B3. Mohon diperhatikan.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-1"
"spam","Permisi, Kami lampirkan Undangan_Digital_Pernikahan_0376.apk. Mohon diunduh untuk melihat peta lokasi. Ditunggu konfirmasinya.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-2"
"spam","Selamat sore, Nomor Anda bermasalah. Kirim kode verifikasi kepada petugas ini sekarang. Terima kasih atas waktunya.","Social Engineering","permintaan_otp","synthetic_template_v1","true","false","SOC-3"
"ham","Hai, Jadwal konsultasi dipindah ke Senin pukul 13.00 melalui ruang kelas resmi. Terima kasih.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-5"
"spam","Hai, Aku ingin membangun masa depan bersama, kirim modal kecil untuk usaha kita. Salam.","Penipuan Romansa","hadiah_tertahan","synthetic_template_v1","true","false","ROM-7"
"ham","Selamat pagi, Kami mengundang Anda ke pernikahan keluarga kami pada minggu depan. Undangan berupa PDF, tidak perlu memasang aplikasi. Mohon diperhatikan.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-2"
"ham","Selamat sore, Jadwal konsultasi dipindah ke Sabtu pukul 08.00 melalui ruang kelas resmi. Salam.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-5"
"spam","Mohon perhatian, Sayang, aku sedang darurat di luar kota. Tolong kirim uang Rp350.000 sebelum pukul 18.00. Ditunggu konfirmasinya.","Penipuan Romansa","pinjaman_pasangan","synthetic_template_v1","true","false","ROM-1"
"spam","Selamat pagi, Paket Anda tertahan. Download aplikasi Cek_Resi_0457.apk untuk memilih jadwal antar. Terima kasih.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-4"
"spam","Selamat sore, Akun bank akan dinonaktifkan. Verifikasi melalui https://bank-verifikasi-0573.invalid. Salam.","Phishing/Link Berbahaya","paket_apk","synthetic_template_v1","true","false","PHI-5"
"spam","Info untuk Anda, Rekrutmen resmi tanpa wawancara, bayar pelatihan wajib sebesar Rp2.500.000. Harap cek kembali.","Penipuan Rekrutmen","tugas_like","synthetic_template_v1","true","false","REK-6"
"spam","Hai, Kita sudah dekat lama. Tolong bantu biaya pengobatan keluargaku sebesar Rp500.000. Salam.","Penipuan Romansa","darurat_palsu","synthetic_template_v1","true","false","ROM-10"
"ham","Mohon perhatian, Aku sudah sampai rumah. Kabari kalau kamu juga sudah sampai dengan aman. Salam.","Aman","informasi_resmi","synthetic_template_v1","true","false","AMN-9"
