"Kategori","Pesan","Kategori_NusaGuard","Subtipe","Provenance","Synthetic","Reviewed","Template_ID"
"spam","Selamat sore, Paket investasi VIP tersisa satu slot. Kirim Rp5.000.000 untuk mengamankan posisi. Demikian informasinya.","Penipuan Investasi","trading_palsu","synthetic_template_v1","true","false","INV-8"
"ham","Selamat sore, Paket sudah diterima oleh satpam. Silakan diambil tanpa biaya tambahan. Terima kasih.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-6"
"spam","Halo kak, Investasi eksklusif menjanjikan profit 40% tanpa risiko. Deposit mulai Rp500.000. Harap cek kembali.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-1"
"spam","Hai, Aku bekerja di luar negeri dan akan pulang menemuimu. Bayarkan bea paket hadiah dulu. Ditunggu konfirmasinya.","Penipuan Romansa","pinjaman_pasangan","synthetic_template_v1","true","false","ROM-4"
"spam","Permisi, Admin layanan membutuhkan PIN Anda untuk membatalkan transaksi Rp2.500.000. Semoga membantu.","Social Engineering","permintaan_otp","synthetic_template_v1","true","false","SOC-2"
"spam","Halo kak, HRD membuka lowongan kerja. Bayar biaya administrasi Rp500.000 sebelum interview. Semoga membantu.","Penipuan Rekrutmen","biaya_administrasi","synthetic_template_v1","true","false","REK-1"
"spam","Selamat pagi, Lowongan staf administrasi bergaji tinggi. Kirim PIN dan data rekening untuk payroll. Terima kasih atas waktunya.","Penipuan Rekrutmen","tugas_like","synthetic_template_v1","true","false","REK-5"
"spam","Assalamualaikum, Lowongan staf administrasi bergaji tinggi. Kirim PIN dan data rekening untuk payroll. Harap cek kembali.","Penipuan Rekrutmen","tugas_like","synthetic_template_v1","true","false","REK-5"
"ham","Kepada Yth. Bapak/Ibu, Besok rapat kelompok dimulai pukul 19.00 di ruang C2. Harap cek kembali.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-1"
"spam","Permisi, Buka file Galeri_Pernikahan_0215.apk agar foto dan alamat gedung terlihat. Harap cek kembali.","Phishing/Link Berbahaya","paket_apk","synthetic_template_v1","true","false","PHI-7"
"spam","Permisi, Lowongan staf administrasi bergaji tinggi. Kirim PIN dan data rekening untuk payroll. Salam.","Penipuan Rekrutmen","tugas_like","synthetic_template_v1","true","false","REK-5"
"spam","Permisi, Kami mengundang Anda ke pesta pernikahan. Buka Foto Undangan_0357.apk untuk info lengkapnya. Mohon diperhatikan.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-1"
"ham","Halo kak, Aku sudah sampai rumah. Kabari kalau kamu juga sudah sampai dengan aman. Ditunggu konfirmasinya.","Aman","informasi_resmi","synthetic_template_v1","true","false","AMN-9"
"spam","Assalamualaikum, Setelah semua obrolan kita, buktikan kepercayaanmu dengan membantu transfer Rp5.000.000. Semoga membantu.","Penipuan Romansa","pinjaman_pasangan","synthetic_template_v1","true","false","ROM-3"
"spam","Kepada Yth. Bapak/Ibu, HRD membuka lowongan kerja. Bayar biaya administrasi Rp350.000 sebelum interview. Mohon diperhatikan.","Penipuan Rekrutmen","biaya_administrasi","synthetic_template_v1","true","false","REK-1"
"ham","Hai, Besok rapat kelompok dimulai pukul 13.00 di ruang B3. Demikian informasinya.","Aman","percakapan_harian","synthetic_template_v1","true","false","AMN-1"
"spam","Halo kak, Jangan beri tahu keluargamu tentang hubungan kita. Aku butuh bantuan dana sekarang. Mohon diperhatikan.","Penipuan Romansa","hadiah_tertahan","synthetic_template_v1","true","false","ROM-6"
"ham","Halo pelanggan, Jadwal konsultasi dipindah ke Rabu pukul 19.00 melalui ruang kelas resmi. Demikian informasinya.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-5"
"spam","Kepada Yth. Bapak/Ibu, Kita sudah dekat lama. Tolong bantu biaya pengobatan keluargaku sebesar Rp5.000.000. Salam.","Penipuan Romansa","darurat_palsu","synthetic_template_v1","true","false","ROM-10"
"spam","Hai, Pihak berwenang mengancam denda bila data pribadi tidak dikirim hari ini. Terima kasih.","Social Engineering","ancaman_akun","synthetic_template_v1","true","false","SOC-10"
"ham","Halo pelanggan, Jadwal konsultasi dipindah ke Sabtu pukul 15.30 melalui ruang kelas resmi. Harap cek kembali.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-5"
"spam","Kepada Yth. Bapak/Ibu, Pihak berwenang mengancam denda bila data pribadi tidak dikirim malam ini. Semoga membantu.","Social Engineering","ancaman_akun","synthetic_template_v1","true","false","SOC-10"
"spam","Info untuk Anda, Buka file Galeri_Pernikahan_0488.apk agar foto dan alamat gedung terlihat. Ditunggu konfirmasinya.","Phishing/Link Berbahaya","paket_apk","synthetic_template_v1","true","false","PHI-7"
"ham","Halo pelanggan, Undangan rapat RT terlampir sebagai dokumen PDF dari pengurus yang kamu kenal. Terima kasih atas waktunya.","Aman","informasi_resmi","synthetic_template_v1","true","false","AMN-10"
"ham","Selamat sore, Terima kasih sudah hadir di acara keluarga kemarin, foto ada di album bersama. Mohon diperhatikan.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-7"
"spam","Selamat pagi, Undangan resmi elektronik tersedia melalui link http://undangan-0383.invalid. Semoga membantu.","Phishing/Link Berbahaya","tautan_login_palsu","synthetic_template_v1","true","false","PHI-9"
"spam","Halo pelanggan, Jangan beri tahu keluargamu tentang hubungan kita. Aku butuh bantuan dana sebelum batas waktu. Demikian informasinya.","Penipuan Romansa","hadiah_tertahan","synthetic_template_v1","true","false","ROM-6"
"spam","Halo kak, HRD meminta pembayaran medical check-up ke rekening pribadi dalam 30 menit. Demikian informasinya.","Penipuan Rekrutmen","tugas_like","synthetic_template_v1","true","false","REK-8"
"spam","Info untuk Anda, Detail waktu dan lokasi pernikahan ada di Undangan Pernikahan 0141.apk, silakan buka sebelum pukul 18.00. Demikian informasinya.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-3"
"spam","Info untuk Anda, Akun akan dinonaktifkan bila Anda tidak membalas dengan OTP sebelum batas waktu. Terima kasih atas waktunya.","Social Engineering","penyamaran_petugas","synthetic_template_v1","true","false","SOC-6"
"spam","Selamat sore, Pihak berwenang mengancam denda bila data pribadi tidak dikirim sekarang. Semoga membantu.","Social Engineering","ancaman_akun","synthetic_template_v1","true","false","SOC-10"
"ham","Selamat sore, Undangan rapat RT terlampir sebagai dokumen PDF dari pengurus yang kamu kenal. Mohon diperhatikan.","Aman","informasi_resmi","synthetic_template_v1","true","false","AMN-10"
"spam","Mohon perhatian, Aku ingin membangun masa depan bersama, kirim modal kecil untuk usaha kita. Semoga membantu.","Penipuan Romansa","hadiah_tertahan","synthetic_template_v1","true","false","ROM-7"
"ham","Halo kak, Paket sudah diterima oleh satpam. Silakan diambil tanpa biaya tambahan. Ditunggu konfirmasinya.","Aman","undangan_aman","synthetic_template_v1","true","false","AMN-6"
"spam","Halo kak, Hadiah pernikahan untukmu tertahan di bea cukai. Bayar tagihannya agar dikirim. Ditunggu konfirmasinya.","Penipuan Romansa","hadiah_tertahan","synthetic_template_v1","true","false","ROM-8"
"spam","Selamat pagi, Investasi eksklusif menjanjikan profit 75% tanpa risiko. Deposit mulai Rp1.250.000. Salam.","Penipuan Investasi","profit_pasti","synthetic_template_v1","true","false","INV-1"
"spam","Assalamualaikum, Paket Anda tertahan. Download aplikasi Cek_Resi_0436.apk untuk memilih jadwal antar. Semoga membantu.","Phishing/Link Berbahaya","undangan_apk","synthetic_template_v1","true","false","PHI-4"
